Gender,Province of Origin,Residence Status,Last Education,Job,Marital Status,income_clean,age,Skor_Literasi,Skor_Adopsi_Fintech,Skor_Perilaku_Bijak,Skor_Impulsif,Skor_Rasa_Aman,Jumlah Rekening Penerima Pinjaman Aktif (entitas),Jumlah Dana yang Diberikan (Rp miliar),Jumlah Rekening Pemberi Pinjaman (akun),TWP 90%,Jumlah Penerima Pinjaman (akun),Outstanding Pinjaman (Rp miliar),Jumlah Penduduk (Ribu),PDRB (Ribu Rp),Urbanisasi (%)
Female,DI Yogyakarta,Parents House,Senior High School,Student,Not Married,2000000.0,22,3.0,3.0,3.0,3.0,2.4444444444444446,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Male,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,20,2.9375,2.888888888888889,3.090909090909091,2.3333333333333335,2.7777777777777777,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,20,2.625,2.0,2.4545454545454546,2.0,2.6666666666666665,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,DI Yogyakarta,Boarding House,Senior High School,Student,Not Married,2000000.0,21,2.9375,2.5555555555555554,3.0,3.0,2.2222222222222223,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,Riau,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,17,3.1875,2.5555555555555554,3.5454545454545454,1.6666666666666667,2.888888888888889,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
Female,DI Yogyakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.625,2.2222222222222223,2.727272727272727,3.3333333333333335,2.6666666666666665,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,17,3.8125,2.7777777777777777,3.3636363636363638,2.3333333333333335,2.888888888888889,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.9375,2.3333333333333335,2.727272727272727,2.3333333333333335,2.888888888888889,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Jawa Tengah,Parents House,Senior High School,Student,Not Married,2000000.0,17,3.0625,2.6666666666666665,3.090909090909091,2.6666666666666665,2.6666666666666665,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,DI Yogyakarta,Rental House,Senior High School,Student,Not Married,2000000.0,17,3.0625,3.0,3.0,3.0,2.4444444444444446,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,DI Yogyakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.9375,3.111111111111111,3.3636363636363638,1.0,2.888888888888889,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,Riau,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,3.0,2.6666666666666665,3.090909090909091,2.0,2.888888888888889,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
Male,Jawa Tengah,Own House,Senior High School,Student,Not Married,2000000.0,21,2.8125,2.5555555555555554,2.8181818181818183,2.3333333333333335,2.5555555555555554,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Jawa Tengah,Parents House,Senior High School,Student,Not Married,2000000.0,24,2.0,2.5555555555555554,2.1818181818181817,3.6666666666666665,2.5555555555555554,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.1875,2.111111111111111,1.9090909090909092,2.3333333333333335,2.4444444444444446,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Banten,Family House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,21,3.0,2.4444444444444446,2.909090909090909,2.0,2.888888888888889,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
Female,Banten,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,20,2.9375,3.111111111111111,3.0,3.0,2.7777777777777777,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
Female,DI Yogyakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.5625,1.8888888888888888,3.727272727272727,2.0,2.7777777777777777,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,DI Yogyakarta,Rental House,Senior High School,Student,Not Married,2000000.0,20,3.1875,2.7777777777777777,3.272727272727273,2.3333333333333335,3.111111111111111,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,DI Yogyakarta,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,20,2.625,2.3333333333333335,2.727272727272727,2.3333333333333335,2.5555555555555554,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,Jawa Barat,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,20,3.1875,3.0,3.0,3.0,2.5555555555555554,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,DI Yogyakarta,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,21,2.8125,2.111111111111111,2.727272727272727,2.0,2.6666666666666665,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,Sumatera Utara,Parents House,Bachelor (S1)/Diploma IV,Others,Not Married,2000000.0,26,2.75,2.5555555555555554,3.090909090909091,2.3333333333333335,2.6666666666666665,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,DKI Jakarta,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,3.375,2.5555555555555554,3.4545454545454546,4.0,2.7777777777777777,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.5625,2.7777777777777777,2.909090909090909,2.0,2.111111111111111,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,Lampung,Rental House,Senior High School,Not Working,Not Married,2000000.0,22,3.4375,2.5555555555555554,3.1818181818181817,1.6666666666666667,3.111111111111111,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
Male,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,21,3.4375,3.4444444444444446,3.272727272727273,2.0,3.111111111111111,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Male,Jawa Barat,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,24,3.25,2.7777777777777777,3.6363636363636362,4.0,2.2222222222222223,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,Jawa Tengah,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,21,3.0,3.0,3.0,3.0,2.5555555555555554,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Male,Jawa Barat,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,23,3.3125,1.8888888888888888,2.727272727272727,2.0,2.4444444444444446,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Male,DKI Jakarta,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.8125,2.2222222222222223,2.5454545454545454,1.6666666666666667,2.7777777777777777,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DKI Jakarta,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.8125,2.2222222222222223,2.5454545454545454,2.6666666666666665,3.2222222222222223,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,Jawa Barat,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.875,2.7777777777777777,2.5454545454545454,2.3333333333333335,2.6666666666666665,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,Jawa Barat,Rental House,Senior High School,Student,Not Married,2000000.0,23,3.0,2.7777777777777777,3.0,3.0,2.5555555555555554,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,DKI Jakarta,Rental House,Senior High School,Student,Not Married,2000000.0,21,3.0,2.5555555555555554,3.0,2.0,2.7777777777777777,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,Jawa Barat,Rental House,Senior High School,Student,Not Married,2000000.0,20,3.0,2.7777777777777777,3.090909090909091,2.3333333333333335,2.4444444444444446,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,DKI Jakarta,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.625,2.0,2.3636363636363638,1.0,3.2222222222222223,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,DKI Jakarta,Rental House,Senior High School,Student,Not Married,2000000.0,21,3.0625,2.2222222222222223,3.5454545454545454,1.0,2.3333333333333335,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Barat,Rental House,Senior High School,Student,Not Married,2000000.0,20,3.1875,3.0,3.0,3.0,3.0,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,22,3.3125,3.111111111111111,2.909090909090909,3.3333333333333335,2.4444444444444446,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,DI Yogyakarta,Parents House,Senior High School,Student,Not Married,2000000.0,20,3.3125,3.5555555555555554,3.5454545454545454,4.0,2.3333333333333335,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,21,3.25,3.6666666666666665,3.5454545454545454,4.0,2.4444444444444446,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Sumatera Utara,Rental House,Senior High School,Student,Not Married,2000000.0,20,2.4375,3.0,3.0,3.3333333333333335,2.4444444444444446,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,DKI Jakarta,Rental House,Senior High School,Student,Not Married,2000000.0,20,3.5,2.888888888888889,2.909090909090909,1.0,3.3333333333333335,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,21,2.9375,2.5555555555555554,3.090909090909091,2.3333333333333335,3.0,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Riau,Rental House,Senior High School,Student,Not Married,2000000.0,17,2.875,2.3333333333333335,2.727272727272727,3.0,2.6666666666666665,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,23,2.9375,2.4444444444444446,2.6363636363636362,2.0,2.3333333333333335,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Jawa Tengah,Rental House,Senior High School,Student,Not Married,2000000.0,21,4.0,3.7777777777777777,3.3636363636363638,1.3333333333333333,3.5555555555555554,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,23,3.125,3.0,2.8181818181818183,2.6666666666666665,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Family House,Senior High School,Student,Not Married,2000000.0,17,3.1875,2.7777777777777777,3.1818181818181817,2.6666666666666665,1.8888888888888888,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Junior High School,Student,Not Married,2000000.0,17,3.0,3.0,3.0,3.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,18,2.8125,2.111111111111111,2.8181818181818183,2.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,18,2.5625,2.111111111111111,2.6363636363636362,2.6666666666666665,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Junior High School,Student,Not Married,2000000.0,17,3.625,3.111111111111111,3.6363636363636362,2.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,3.0625,3.0,3.1818181818181817,2.0,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,2.5,2.5555555555555554,2.8181818181818183,2.6666666666666665,2.6666666666666665,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,18,3.0,2.5555555555555554,2.8181818181818183,1.6666666666666667,3.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,2.9375,2.6666666666666665,2.727272727272727,2.6666666666666665,3.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Junior High School,Student,Not Married,2000000.0,17,2.3125,2.2222222222222223,2.727272727272727,2.6666666666666665,2.2222222222222223,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Dormitory,Senior High School,Student,Not Married,2000000.0,17,2.75,2.7777777777777777,3.090909090909091,2.3333333333333335,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,18,3.4375,3.0,3.4545454545454546,3.0,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Own House,Junior High School,Student,Not Married,2000000.0,18,3.125,2.888888888888889,3.4545454545454546,1.0,2.6666666666666665,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,18,2.3125,2.0,3.0,2.3333333333333335,2.2222222222222223,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Elementary School,Student,Not Married,2000000.0,13,2.8125,2.888888888888889,3.090909090909091,2.6666666666666665,2.888888888888889,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Junior High School,Student,Not Married,2000000.0,18,3.1875,2.6666666666666665,2.909090909090909,1.3333333333333333,3.3333333333333335,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,2.6875,2.5555555555555554,3.0,3.6666666666666665,2.2222222222222223,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Family House,Senior High School,Student,Not Married,2000000.0,18,3.0,3.0,2.909090909090909,3.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,3.9375,3.888888888888889,3.1818181818181817,1.6666666666666667,4.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Others,Not Married,2000000.0,18,3.3125,3.111111111111111,3.5454545454545454,3.6666666666666665,3.111111111111111,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,3.5,3.111111111111111,3.5454545454545454,1.0,3.2222222222222223,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,23,3.3125,3.0,3.0,2.6666666666666665,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,23,2.8125,2.888888888888889,2.727272727272727,1.6666666666666667,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,2.6875,2.4444444444444446,3.272727272727273,2.0,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Family House,Senior High School,Student,Not Married,2000000.0,18,3.125,2.6666666666666665,3.090909090909091,2.0,2.3333333333333335,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,18,2.375,3.0,2.6363636363636362,2.3333333333333335,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,DKI Jakarta,Boarding House,Junior High School,Student,Not Married,2000000.0,16,3.0,2.6666666666666665,3.272727272727273,2.0,3.0,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,3.25,2.5555555555555554,3.5454545454545454,2.3333333333333335,3.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Rental House,Junior High School,Student,Not Married,2000000.0,18,3.5625,3.5555555555555554,3.1818181818181817,3.6666666666666665,2.111111111111111,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Junior High School,Student,Not Married,2000000.0,14,3.0,2.888888888888889,3.0,3.0,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Selatan,Parents House,Junior High School,Student,Not Married,2000000.0,15,2.9375,2.888888888888889,3.0,3.0,2.4444444444444446,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
Female,Sumatera Selatan,Parents House,Junior High School,Student,Not Married,2000000.0,16,3.25,3.3333333333333335,3.090909090909091,2.3333333333333335,2.4444444444444446,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
Male,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,14,3.125,2.4444444444444446,2.909090909090909,2.6666666666666665,2.888888888888889,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Junior High School,Student,Not Married,2000000.0,14,3.1875,2.7777777777777777,3.1818181818181817,2.6666666666666665,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,22,2.875,2.4444444444444446,3.090909090909091,3.3333333333333335,2.3333333333333335,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,18,3.0,2.2222222222222223,3.3636363636363638,2.0,3.2222222222222223,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Not Working,Not Married,2000000.0,22,2.4375,2.0,3.0,2.3333333333333335,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,16,2.4375,1.8888888888888888,2.5454545454545454,2.6666666666666665,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Dormitory,Senior High School,Student,Not Married,2000000.0,17,2.6875,1.7777777777777777,2.8181818181818183,2.3333333333333335,2.6666666666666665,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Dormitory,Junior High School,Student,Not Married,2000000.0,17,3.125,3.3333333333333335,3.3636363636363638,3.0,2.6666666666666665,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Utara,Own House,Senior High School,Student,Not Married,2000000.0,17,2.625,2.4444444444444446,3.0,1.6666666666666667,2.5555555555555554,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Sumatera Barat,Parents House,Diploma I/II/III,Student,Not Married,2000000.0,21,2.625,3.111111111111111,2.727272727272727,3.0,2.3333333333333335,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,DI Yogyakarta,Parents House,Senior High School,Student,Not Married,2000000.0,20,2.3125,3.0,2.909090909090909,2.6666666666666665,2.4444444444444446,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,Sumatera Barat,Boarding House,Senior High School,Student,Not Married,2000000.0,20,2.8125,3.5555555555555554,2.909090909090909,2.6666666666666665,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,23,2.9375,2.888888888888889,2.909090909090909,2.3333333333333335,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Kepulauan Riau,Parents House,Senior High School,Student,Not Married,2000000.0,20,2.625,3.0,2.6363636363636362,2.3333333333333335,2.0,309076,7.83,9212.0,1.8,180411,993.02,10678.0,161424,85.3
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,28,2.5,3.3333333333333335,3.0,2.6666666666666665,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,17,2.5,2.6666666666666665,3.272727272727273,2.6666666666666665,2.888888888888889,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Senior High School,Not Working,Not Married,2000000.0,21,2.5,2.5555555555555554,2.6363636363636362,2.3333333333333335,1.8888888888888888,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,DKI Jakarta,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,24,3.0625,2.7777777777777777,3.0,3.0,2.111111111111111,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,Jawa Tengah,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,24,2.5625,3.0,3.1818181818181817,2.6666666666666665,2.6666666666666665,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Female,Sumatera Utara,Rental House,Senior High School,Student,Not Married,2000000.0,15,3.0,3.2222222222222223,3.1818181818181817,2.3333333333333335,2.4444444444444446,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,21,3.0,2.5555555555555554,2.4545454545454546,3.0,3.0,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,DKI Jakarta,Family House,Diploma I/II/III,Student,Not Married,2000000.0,26,2.625,3.0,2.3636363636363638,2.6666666666666665,2.7777777777777777,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,DI Yogyakarta,Rental House,Senior High School,Student,Not Married,2000000.0,22,2.4375,3.111111111111111,3.090909090909091,2.6666666666666665,2.4444444444444446,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,23,2.875,3.0,2.5454545454545454,3.0,2.6666666666666665,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Rental House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,22,2.625,2.6666666666666665,3.0,2.6666666666666665,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Banten,Parents House,Senior High School,Student,Not Married,2000000.0,23,2.8125,2.6666666666666665,2.4545454545454546,2.3333333333333335,2.5555555555555554,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
Male,DKI Jakarta,Parents House,Senior High School,Others,Not Married,2000000.0,22,2.5,2.7777777777777777,2.6363636363636362,2.0,2.2222222222222223,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Sumatera Barat,Rental House,Diploma I/II/III,Student,Not Married,2000000.0,20,2.9375,3.0,2.8181818181818183,2.3333333333333335,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Bachelor (S1)/Diploma IV,Student,Not Married,2000000.0,25,2.875,2.7777777777777777,2.5454545454545454,3.3333333333333335,2.7777777777777777,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,DKI Jakarta,Family House,Diploma I/II/III,Student,Not Married,2000000.0,21,2.5,3.0,2.5454545454545454,3.0,2.111111111111111,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Female,Sumatera Barat,Rental House,Senior High School,Student,Not Married,2000000.0,21,3.1875,3.111111111111111,2.3636363636363638,2.6666666666666665,2.3333333333333335,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,DKI Jakarta,Rental House,Senior High School,Student,Not Married,2000000.0,16,2.875,2.2222222222222223,2.727272727272727,3.6666666666666665,2.888888888888889,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
Male,Sumatera Utara,Parents House,Senior High School,Student,Not Married,2000000.0,20,2.8125,2.7777777777777777,3.3636363636363638,2.6666666666666665,2.4444444444444446,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,Sumatera Utara,Dormitory,Senior High School,Student,Not Married,2000000.0,22,2.5,3.111111111111111,2.727272727272727,3.0,2.111111111111111,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
Female,DI Yogyakarta,Parents House,Diploma I/II/III,Private Employee,Not Married,2000000.0,28,2.625,3.3333333333333335,2.5454545454545454,2.6666666666666665,2.6666666666666665,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Male,DI Yogyakarta,Parents House,Senior High School,Student,Not Married,2000000.0,24,2.8125,3.0,3.0,2.6666666666666665,2.2222222222222223,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
Female,Jawa Tengah,Parents House,Bachelor (S1)/Diploma IV,Private Employee,Not Married,2000000.0,25,2.75,2.7777777777777777,3.0,2.0,1.8888888888888888,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,25,3.25,2.6666666666666665,2.8181818181818183,2.6666666666666665,2.4444444444444446,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Male,Sumatera Barat,Parents House,Senior High School,Student,Not Married,2000000.0,21,2.9375,3.4444444444444446,2.909090909090909,2.6666666666666665,2.6666666666666665,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
Female,Sumatera Barat,Boarding House,Senior High School,Student,Not Married,2000000.0,23,3.125,2.6666666666666665,2.8181818181818183,1.6666666666666667,2.5555555555555554,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
